"100% Wild Alaskan Salmon oil","","80003210"
"100% Wild Fish Oil 1000mg","","80003210"
"100% Wild Fish Oil Blend 1000 mg","","80003210"
"100% Wild Fish Oil Blend and Wild Alaskan Salmon Oil 1000mg 180EPA/ 120DHA","","80003210"
"100% Wild Fish Oil Blend","","80003210"
"100% Wild Fish oil Blend (1000mg)","","80003210"
"100% alaskan salmon oil","","80003210"
"100% fish oil blend 1000 mg","","80003210"
"100% fish oil blend with Al","","80003210"
"100% fish oil blend","","80003210"
"100% fish oil","","80003210"
"100% pure creatine","","80007232"
"100% sauvage melange d huile de poisson","","80003210"
"100% wild Alaskan salmon oil","","80003210"
"100% wild alaskan oil","","80003210"
"100% wild alaskan salmon oil 1200mg 90 epa / 110 dha","","80003210"
"100% wild alaskan salmon oil","","80003210"
"100% wild alaskan slamon oil","","80003210"
"100% wild dish oil blend with wild alaskan salmon oil 1000mg 180epa / 120dha","","80003210"
"100% wild fish oil blend (with wild alaskan salmon oil)","","80003210"
"100% wild fish oil blend 1000mg","","80003210"
"100% wild fish oil blend with wild alaskan salmon oil 1000mg 180 epa 120 dha","","80003210"
"100% wild fish oil blend","","80003210"
"100% wild fish oil","","80003210"
"100% wild fish oild blend","","80003210"
"100% wild salmon oil","","80003210"
"100%wild fish oil blend","","80003210"
"1000 c","","80021855"
"10ml, vitamine B12, 1000mcg/ml","","406988"
"112 Metformin (Auro)","2438275",""
"1196553 Vitamin D Chew TB Orange 1000 IU","","765384"
"12 PMS Ferrous sulfate, 300mg, comprimé","","2241634"
"12 d-tabs (10000 ui)","","765384"
"12 silicea 6x","","2235021"
"120 OMEGA-3 Gelule","","80002617"
"120 SIVEM METFORMIN FC 500MG COMPRIME","2385341",""
"120 Symbicort Turb 200MCG 120 D","2245386",""
"120.0 apo-glyburide 5 mg comp.","1913662",""
"1250 mgmaxi ail adrien gagnon","","80033458"
"14 MINT BISOPROLOL 5 MG. CO","2465612",""
"14 Metoprolol (Apo) 25mg","2246010",""
"14 cal carb","","80083109"
"14 mushroom complex","","80055494"
"14 ps vitamine d","","765384"
"140 Dos Nasonex Aqueous","2238465",""
"16% testosteroneinhrt","2322498",""
"170 tylenol douleur arthrite 650 mg comp","2238885",""
"180 Xarelto","2480808",""
"1l-glutamin 500mg","","80002943"
"2 x 60 m cal (bleu pâle) 500 mg-400ui","","80007620"
"2.5 M latanoprost 0.005% Gte opht.","2534835",""
"20 % Voltarin (topical)","2393190",""
"20 20 vision","","80016965"
"20 ran-celecoxib (200mg)","2412381",""
"20 vision","","80016965"
"20-20 vision","","80016965"
"20/20 for healthy eyes","","80016965"
"20/20vision Vitamin A Acetate","","80025091"
"2000 ui vitamine d","","765384"
"21 myreetig","2402874",""
"2172070","2172070",""
"21st century calcium 100 mg magnesium 400 mg d3 400 iu","","2040905"
"21st century standiraized horse chesnut extract","","80057084"
"2213192","2213192",""
"222","108162",""
"222's","108162",""
"2242481","2242481",""
"2243508","2243508",""
"2244292","2244292",""
"2246010","2246010",""
"2247686","2247686",""
"23 Health Service - ASA","2150328",""
"23 Health Service - Naproxen","2301733",""
"23 Health Service - Vitamin D","","765384"
"2313728 ran-atorvastatin 40 mg","2389576",""
"2340208","2340208",""
"2361183","2361183",""
"2374862","2374862",""
"2397714","2397714",""
"2397900","2397900",""
"2399040","2399040",""
"24 essential vitamins and minerals","","80068809"
"24 strain probiotic","2172909",""
"24 vitamines et minéraux","","80068809"
"24- CLARITIN","782696",""
"2403145 - Rexall - Apo -Amitriptyline","2403145",""
"2405636","2405636",""
"2407124","2407124",""
"2408570","2408570",""
"2418940","2418940",""
"2423596","2423596",""
"2429667","2429667",""
"2429683","2429683",""
"2429705","2429705",""
"2431637","2431637",""
"2437686","2437686",""
"2438275","2438275",""
"2439956","2439956",""
"2440628 teva-pantoprazole magnessium","2440628",""
"2441853","2441853",""
"2442590 auro-rosuvastatin","2442590",""
"2443864","2443864",""
"2443937","2470683",""
"2444186","2444186",""
"2449811","2449811",""
"2451549 viacoram","2451549",""
"2451557","2451557",""
"2458608","2458608",""
"2459825","2459825",""
"2461323","2461323",""
"2465124","2465124",""
"2465574","2465574",""
"2466465","2466465",""
"2470225","2470225",""
"2470438 - Rexall - Sdz Perinodopril","2470438",""
"2470683","2470683",""
"2471086 - apo-ariprazole (abilfy)","2471086",""
"2471477","2471477",""
"2475863","2475863",""
"2490897","2490897",""
"250 mg chromium with cinnamon","","80016674"
"250 mg concentré canneberges","","80028197"
"250 mg magnesium jamieson","","2040921"
"250 mg nac and 300 mg ala","","80055115"
"26158 Sennosides A & B, Senokot 8.6 mg","26123",""
"2760263 vitamin D","","765384"
"2760265 vitamin B12","","406988"
"2760267 Calcium","","80083109"
"2761854 vitamin B12","","406988"
"28 Citalopram (Mt)","2414570",""
"28 Complete probiotic","2172909",""
"28 Swy Slct Central Vite Senior","","80068809"
"28 Teva-Pantoprazole Magnesium","2285479",""
"28 bio-celecoxib (100 mg)","2426382",""
"28 docusate sodium","2500019",""
"28 lupin-estadiol","2449048",""
"28 melatolin sl","","80000834"
"28 mint-escitalopram 20mg","2407418",""
"28 multivitamin with mineral","","80068809"
"28 mwtoprolol","2481308",""
"28 pantoprazole 40mg","2412969",""
"28 pantoprazole magnesium","2441853",""
"28 teva-divalproex (500mg)","2239703",""
"29 multivitamins and minerals (Pharmasave)","","80068809"
"2:1 bone solution marque prairies naturals","","2040905"
"2:1 calcium magnesium","","2040875"
"3 brains","","80062756"
"3% diclofenac","2393190",""
"3-6-9 oil","","80012474"
"3.2 g beta-alanine","","80033684"
"3.5 Magnesium 100mg","","2040921"
"30 Lithane","406775",""
"30 M CAL D1000","","80007620"
"30 M VITAMINE B12 1,200MCG COMPRIME","","406988"
"30 PMS-Fluoxetine (Equiv Prozac)","2177579",""
"30 SAC Jamp-Cholestyramine","2478595",""
"30 SANDOZ GLICLAZIDE MR","2461323",""
"30 SANDOZ METFORMIN FC","2246820",""
"30 SANDOZ VALSARTAN HCT","2356694",""
"30 Synthroid","1980890",""
"30 betaderm cream 0.05%","716618",""
"30 billion probiotic","","2172909"
"30 biocal-d forte (500 mg-400ui) comp.","","80007620"
"30 calcium 500mg","","80083109"
"30 d-gell 1000 (1000ui) capsules","","765384"
"30 irbesartan 150 mg comprime","2328089",""
"30 irbesartan/hct 150/12.5 (12.5 mg-150m)","2357399",""
"30 iron","","2241634"
"30 jamp-vitamine b 12 (1200mcg) comp.","","406988"
"30 jamp-vitamine b12 l.a (1200mcg) comp","","406988"
"30 jardiance 10mg comprime","2443937",""
"30 m cal d 1000","","80007620"
"30 mcal d1000 (500mg - 1000ui) comp.","","80007620"
"30 opus cal 500 mg","","80083109"
"30 rosuvastatin plaq 5 mg, co","2438917",""
"30 sandoz telmisartan plaq 80mg, co","2375966",""
"30 synthroid (0,1mg) comp.","2172100",""
"30 synthroid (0.075mg) comp.","2172089",""
"30 synthroid 0.05mg","2172070",""
"30 synthroid 0.150 mg","2172127",""
"30SANDOZ SAXAGLIPTIN","2468603",""
"31 teva-temazepam (15mg) capsule","2230095",""
"31097 Ferrous Gluconate 300(35)mg","","2241634"
"34983098 tylenol 3","425362",""
"35mg elementel iron","","2241634"
"360 k citrate","","80015552"
"370 c 1 g caps","","80021855"
"3vitamin D","","765384"
"4 D tabs 10,000UI","","765384"
"4 D-TABS","","765384"
"4 JAMP SILDENATIF","2503484",""
"4 alendronate (70mg) comp.","2401134",""
"4 apo-tadalafil 20mg","2422115",""
"4 d-tabs 10 000 u.i","","765384"
"4 life transfer factor","","80021052"
"40+ vitamiin","","80068809"
"400 co-metformin 500mg","2257726",""
"42 tab pantoprazole magnesium teva 40mg","2285487",""
"420 DOS Apo-Mometastone 50 mcg/spray","2403587",""
"45 teva-sertraline 100mg","2240481",""
"5 - htp","","80003372"
"5 D-Tabs","","765384"
"5 HTP NOW","","80039868"
"5 HTP","","80003372"
"5 HTP","","80039868"
"5 MTHF","","80109271"
"5 Mushroom powder","","80080603"
"5 TOUJEO SOLOSTAR,300U/ML,INJ.STYLO","2441829",""
"5 TRURAPI SOLOSTAR 100 UNITES","2506564",""
"5 amino acid mesasal","1914030",""
"5 d-tabs","","765384"
"5 htp plus","","80029743"
"5 htp","","80003372"
"5 htp","","80007606"
"5 htp","","80039868"
"5 hydroxy triptophan","","80003372"
"5 jamp-vitamine d (10000ui), comp.","","765384"
"5 novolin ge","2024217",""
"5-Aminosalicyclic acid","2351463",""
"5-HTP (free form amino acid)","","80003372"
"5-HTP 100 mg","","80003372"
"5-HTP 100mg","","80039868"
"5-HTP 200mg","","80039868"
"5-HTP 50mg Free form Amino Acid","","80003372"
"5-HTP 50mg","","80003372"
"5-HTP GNC","","80003372"
"5-aminosal ac ec","2348063",""
"5-aminosal","2351463",""
"5-aminosalicyclic acid","2351463",""
"5-aminosalicylic acid","2348063",""
"5-aminosalicylic acid","2351463",""
"5-aminosalicylic","2348063",""
"5-htp (free form amino acid)","","80007606"
"5-htp (hydroxytryptophan (Mill Bay)","","80039868"
"5-htp plus 100mg","","80007606"
"5-htp-200mg","","80007606"
"5-mthf folate 1000 mcg","","80074187"
"50 + mens","","80068809"
"50 + multivitamin","","80068809"
"50 Centrum Women +","","80068809"
"50 Plus Vitamin","","80068809"
"50 complex","","537454"
"50 plus multi vit","","80068809"
"50 plus multi vitamin","","80068809"
"50 plus multi-vitamin for women","","80068809"
"50 plus multivitamin","","80068809"
"50 plus multivitamins","","80068809"
"50 women's vitamin","","80068809"
"50+ MULTIVITAMIN","","80068809"
"50+ Multi Vitamin","","80068809"
"50+ formula multivitamin","","80068809"
"50+ men Multivitamin","","80068809"
"50+ multi vitamin","","80068809"
"50+ multivitamin for men","","80068809"
"50+ multivitamin","","80068809"
"50+ vita-vim multivitamin","","80068809"
"50+ vitamin","","80068809"
"50+ womens multivitamin","","80068809"
"50+ womens vitamin","","80068809"
"50+multi-vitamin","","80068809"
"500 mg calcium magnesium prairies naturals","","2040875"
"500 mg vitamine d","","80007620"
"50GM Diclofenac 10% in plogel","2290375",""
"50HTP 100mg Free Form Amino Acid","","80003372"
"5376430 28 siv-donepezil 10 mg","2419874",""
"540 isosorbide dinitrate 10mg","2041715",""
"55 multivitamins","","80068809"
"55+ Multivitamin","","80068809"
"55+ multivitamin","","80068809"
"56 Allopurinol","2481863",""
"56 ENTRESTO 24-26 MG, CO","2446928",""
"56 Vitamin B12","","406988"
"56 apixaban","2487713",""
"56 auro-metformin","2438275",""
"56 sennosides 12 mg","","896403"
"56 slow-k","74225",""
"5H-TP","","80003372"
"5_HTP 100mg","","80039868"
"5g creatinine monohydrate","","80008844"
"5x stronger b12","","406988"
"6 mushroom complex","","80106081"
"60 CI CAL D","","80007620"
"60 GM DICLOFENAC","2354403",""
"60 JAMP MAGNESIUM GLUCONATE","","2040921"
"60 TEVA PROPRANOLOL","496480",""
"60 bio cal D3+ 500mg-1000UI","","80007620"
"60 biocal","","80083109"
"60 biocal-d forte","","80003919"
"60 calcite 500 + d400 (500 mg -400 ui) comp","","80007620"
"60 calcium 500 (500 mg) comp.","","80083109"
"60 calcium 500 (500 mg)","","80083109"
"60 calcium 500 (500mg) comp.","","80083109"
"60 dos inspiolto respimat","2441888",""
"60 jamp-calcium 500mg","","80083109"
"60 potassium chloride 600mg","","80015552"
"60 pro feno super 100 mg co","","2310228"
"60+ womens multi","","80068809"
"60/120 jamp-calcium 500mg","","80083109"
"600 salbutamol inhaler cfc apx","2245669",""
"65+ multivitamin","","80068809"
"6503640 Slow K Potaqssium Chloride 600mg","74225",""
"66 mylan-enalapril (2.5 mg) comp.","2300036",""
"7 Amlipidone (Marcan) 10 mg","2371715",""
"7 Atorvastatin (Ran) 10 mg","2435292",""
"7 Clopidogrel (Apo) 75mg","2252767",""
"7 Forxiga","2435462",""
"7 Pantoprazole (Apo) 40mg","2292920",""
"7 Telmisartan (Teva) 80 mg","2320185",""
"7 cal 500","","80083109"
"7 centrum women 50+","","80068809"
"7 ferrous gluconate","","2241634"
"7 jamp-asa 81 mg ec","2237726",""
"7 joint complex","","80035321"
"7 mint-furosemide","2466759",""
"7 teva-sertraline 25mg","2240485",""
"750mg sulfate de glucosamine","","80000083"
"784400","784400",""
"8 PAD estradiol","2451239",""
"8 euro d","","765384"
"8 probiotic strains","2172909",""
"8000 7498 b complex and folic acid","","80007498"
"800015576 pure-le natural oil of oregano","","80015576"
